Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,PerformanceIndex,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyAchievement,NumCompaniesWorked,OverTime,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,HowToEmploy,Incentive,RemoteWork,MonthlyIncome,StressRating,WelfareBenefits,InHouseFacility,ExternalFacility,ExtendedLeave,FlexibleWork,StressSelfReported,Year
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,389,2,Male,37,3,2,Laboratory Technician,4,Married,15972,3,13,3,4,1,12,4,3,10,7,0,8,agent_B,2928,4,6166,3,3,0,0,0,1,3,2023
26,No,Travel_Frequently,Research & Development,11,2,Medical,390,1,Male,60,3,2,Healthcare Representative,1,Married,22722,1,13,2,3,1,5,3,3,5,3,3,3,agent_A,0,1,8824,4,1,0,0,0,0,4,2023
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,391,4,Female,42,3,1,Research Scientist,4,Single,15881,1,3,2,2,0,17,3,3,17,12,5,7,agent_C,3184,4,10615,2,4,1,1,0,1,2,2023
44,Yes,Travel_Frequently,Research & Development,24,3,Life Sciences,392,4,Male,43,3,1,Laboratory Technician,3,Divorced,19920,3,11,4,4,1,19,0,1,1,0,0,0,agent_C,0,4,3295,4,1,0,0,0,0,4,2024
38,No,Travel_Rarely,Research & Development,23,4,Life Sciences,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,18899,9,0,2,2,1,10,2,3,2,2,1,2,agent_B,0,5,7711,1,4,1,1,0,1,1,2024
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,394,1,Male,45,3,1,Laboratory Technician,2,Divorced,14180,2,42,2,4,1,5,2,3,3,2,0,2,direct_recruiting,1791,3,8958,5,1,0,0,0,0,3,2024
28,No,Travel_Rarely,Research & Development,8,2,Life Sciences,395,4,Female,66,3,1,Research Scientist,4,Single,4488,1,8,3,4,0,5,3,3,5,3,0,2,agent_B,0,3,4758,2,3,1,1,0,1,2,2023
49,No,Travel_Frequently,Research & Development,10,4,Life Sciences,396,3,Female,35,3,5,Research Director,1,Single,25594,9,2,1,4,0,22,4,3,3,2,1,2,agent_A,0,1,9573,3,1,0,0,0,0,3,2023
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,397,3,Male,30,3,2,Research Scientist,2,Single,26285,4,8,2,4,0,10,2,3,8,0,7,7,intern,0,2,2370,2,3,1,0,0,0,2,2023
31,No,Travel_Frequently,Sales,5,3,Marketing,399,4,Female,84,3,1,Sales Representative,2,Divorced,3909,1,22,1,3,1,2,5,2,2,2,2,2,agent_C,0,2,10271,3,1,0,0,0,0,3,2023
26,Yes,Travel_Rarely,Sales,4,4,Marketing,401,4,Male,48,2,2,Sales Executive,4,Single,8450,1,19,2,2,0,8,0,3,8,7,7,4,direct_recruiting,0,3,2737,2,3,1,0,0,0,1,2023
37,No,Travel_Frequently,Research & Development,9,3,Medical,403,2,Male,53,3,1,Research Scientist,4,Married,11411,1,11,2,3,3,4,3,2,4,2,1,2,intern,2241,3,7471,3,2,0,0,0,0,3,2024
42,No,Travel_Frequently,Sales,26,3,Marketing,404,3,Female,77,3,4,Sales Executive,2,Married,14864,5,6,3,4,1,23,2,4,20,4,4,8,agent_A,2723,4,5733,3,4,1,0,0,1,3,2023
18,Yes,Travel_Rarely,Research & Development,3,3,Life Sciences,405,3,Male,54,3,1,Laboratory Technician,3,Single,25233,1,13,2,3,0,0,2,3,0,0,0,0,intern,2389,2,11948,5,3,1,1,0,1,1,2024
35,No,Travel_Rarely,Sales,16,3,Marketing,406,3,Male,96,3,3,Sales Executive,2,Married,5100,0,0,3,3,2,12,3,2,11,9,6,9,agent_B,0,3,8773,4,3,0,0,0,1,3,2023
36,Yes,Travel_Frequently,Research & Development,18,4,Life Sciences,407,3,Male,81,4,1,Laboratory Technician,4,Married,7122,4,0,2,4,2,4,2,3,1,0,0,0,agent_B,0,5,6482,3,2,0,0,0,0,1,2023
51,No,Travel_Rarely,Research & Development,2,3,Medical,408,4,Male,84,1,2,Manufacturing Director,2,Divorced,16321,5,2,3,4,1,13,3,3,4,1,1,2,intern,0,1,9734,2,1,1,0,0,0,1,2023
41,No,Travel_Rarely,Sales,2,4,Life Sciences,410,4,Male,88,3,4,Manager,2,Single,15896,1,1,4,2,0,22,2,3,22,10,0,4,intern,3196,2,6393,3,3,1,0,0,0,2,2024
18,No,Travel_Rarely,Sales,10,3,Medical,411,4,Female,69,2,1,Sales Representative,3,Single,9724,1,15,2,1,0,0,2,3,0,0,0,0,intern,1797,3,5993,2,2,1,0,0,1,2,2023
28,No,Travel_Rarely,Research & Development,16,2,Medical,412,2,Male,68,4,2,Healthcare Representative,1,Single,4824,0,0,4,3,0,9,2,3,8,3,0,7,intern,240,2,4584,3,2,1,0,0,0,3,2024
31,No,Travel_Rarely,Sales,7,3,Technical Degree,416,2,Male,100,4,2,Sales Executive,4,Married,12241,4,14,1,2,1,10,3,2,8,7,7,7,agent_A,0,3,6413,3,3,1,0,0,1,2,2024
33,No,Travel_Rarely,Research & Development,1,3,Medical,78,3,Male,48,4,3,Manufacturing Director,4,Divorced,10942,1,25,3,1,3,10,5,2,10,9,8,9,New_graduate_recruitment,2375,3,5002,3,3,0,0,0,0,3,2024
36,No,Non-Travel,Research & Development,24,4,Life Sciences,419,2,Female,47,3,2,Laboratory Technician,2,Married,6927,7,28,3,3,1,11,3,3,9,8,0,8,intern,0,3,8153,4,2,0,0,0,1,4,2023
32,No,Travel_Rarely,Sales,7,3,Life Sciences,420,4,Male,91,2,2,Sales Executive,3,Married,16985,1,23,3,3,1,13,3,2,13,8,4,8,intern,0,4,6429,2,4,1,1,1,1,2,2023
38,No,Travel_Rarely,Research & Development,25,2,Life Sciences,421,1,Female,81,2,3,Research Director,2,Married,26707,3,25,3,3,1,19,2,3,10,8,0,1,intern,2020,4,4254,3,2,0,0,0,1,3,2023
58,No,Non-Travel,Research & Development,1,4,Life Sciences,422,4,Male,32,1,2,Healthcare Representative,3,Divorced,17056,2,28,1,4,1,12,2,3,5,3,1,2,agent_C,0,2,7341,3,2,0,0,0,0,3,2023
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,423,3,Male,86,3,1,Research Scientist,4,Married,10077,0,0,2,3,1,6,4,3,5,2,0,3,agent_A,59,2,10018,2,4,1,1,1,1,1,2023
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,424,1,Male,62,2,2,Human Resources,1,Married,17822,3,10,2,4,0,9,1,3,2,2,1,0,intern,1806,2,6022,3,2,0,0,0,0,2,2023
45,No,Travel_Frequently,Research & Development,7,3,Life Sciences,425,1,Male,97,3,3,Laboratory Technician,1,Divorced,20308,1,1,3,1,1,24,2,3,24,9,9,11,intern,4253,2,8955,2,3,1,0,0,0,1,2024
31,No,Travel_Rarely,Research & Development,2,4,Life Sciences,426,3,Male,32,3,1,Research Scientist,4,Divorced,7747,0,8,2,2,1,3,2,1,2,2,2,2,agent_B,0,3,8034,3,1,0,0,0,0,2,2023
33,No,Travel_Frequently,Research & Development,5,4,Life Sciences,428,4,Female,74,3,3,Manager,2,Married,23364,6,8,1,2,2,12,2,3,10,6,8,8,intern,0,0,5520,3,1,0,0,0,0,2,2024
39,No,Travel_Rarely,Research & Development,10,1,Medical,429,3,Male,99,3,4,Manager,1,Married,5355,1,51,3,4,0,21,3,3,21,9,11,10,direct_recruiting,0,2,8022,5,3,1,0,0,1,4,2023
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,430,3,Female,33,3,1,Laboratory Technician,4,Single,10675,0,39,4,1,0,9,5,3,8,7,1,7,intern,3509,4,7019,4,2,0,0,0,0,1,2023
49,Yes,Travel_Rarely,Research & Development,1,2,Technical Degree,431,3,Female,90,2,4,Healthcare Representative,3,Single,17810,7,7,2,4,0,25,2,3,7,1,0,7,direct_recruiting,0,1,5391,2,3,1,1,1,1,1,2024
52,No,Travel_Rarely,Research & Development,8,4,Medical,433,3,Male,85,2,2,Research Scientist,2,Married,17747,2,4,3,1,0,11,3,2,8,2,7,7,intern,4623,3,9734,2,4,1,1,1,1,4,2023
27,No,Travel_Rarely,Research & Development,5,3,Life Sciences,434,3,Female,85,3,1,Research Scientist,2,Single,20938,1,7,2,2,0,4,2,2,4,3,1,2,intern,0,2,8727,3,1,1,0,0,0,3,2023
32,No,Travel_Rarely,Sales,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,24624,1,37,1,4,0,13,2,3,13,12,11,9,intern,0,3,5763,1,4,1,1,1,1,1,2023
27,No,Travel_Rarely,Sales,2,3,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,5242,1,26,1,1,0,5,3,3,5,4,0,4,intern,0,2,6703,2,3,1,1,0,1,1,2024
20,No,Travel_Rarely,Sales,9,2,Life Sciences,1193,4,Male,73,3,2,Research Scientist,4,Single,7143,1,22,2,4,3,2,3,3,2,2,1,1,intern,0,2,8432,2,3,1,0,0,1,2,2024
32,No,Travel_Rarely,Research & Development,2,4,Medical,439,1,Female,74,4,2,Research Scientist,4,Single,10557,7,22,3,3,0,10,0,2,7,7,0,7,agent_C,3032,4,6385,2,3,1,1,1,1,1,2024
28,No,Travel_Rarely,Research & Development,2,4,Medical,440,1,Male,84,1,1,Research Scientist,4,Married,24737,5,5,1,4,0,5,4,2,3,2,2,2,agent_C,0,3,11245,2,4,1,1,1,1,1,2023
30,No,Travel_Rarely,Research & Development,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,11934,1,29,2,4,2,11,2,3,10,8,1,9,agent_A,1740,5,5800,3,3,0,0,1,1,3,2023
31,No,Travel_Frequently,Research & Development,7,2,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,14034,1,9,4,1,1,10,2,3,10,9,8,9,intern,3975,3,10059,2,2,0,0,0,0,1,2023
39,No,Travel_Frequently,Research & Development,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,21141,1,0,3,1,1,21,2,3,21,9,13,3,agent_A,3444,4,7251,2,4,1,1,1,1,1,2023
39,Yes,Travel_Rarely,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,17778,4,4,2,1,0,12,3,2,1,0,0,0,agent_C,0,2,3701,4,1,0,0,0,0,2,2023
33,No,Travel_Frequently,Sales,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4317,3,13,3,3,0,9,6,2,7,7,0,1,intern,0,4,6468,3,2,0,0,0,0,2,2023
47,No,Travel_Rarely,Research & Development,5,5,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,16375,4,6,1,2,1,21,2,3,3,2,1,1,intern,0,3,7705,2,1,0,0,0,0,2,2023
43,No,Travel_Frequently,Research & Development,10,4,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,6227,1,4,1,2,1,9,3,4,9,7,0,0,agent_A,0,2,9431,2,3,1,0,1,1,2,2023
27,No,Non-Travel,Sales,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,22107,0,3,2,4,1,6,0,3,5,4,1,4,intern,0,2,5442,1,4,1,1,1,1,2,2024
43,No,Travel_Frequently,Research & Development,10,3,Human Resources,1408,4,Female,31,3,4,Manager,3,Divorced,16885,0,9,1,4,0,22,4,2,21,8,1,10,intern,0,4,6255,3,2,0,0,0,0,3,2024
43,No,Travel_Rarely,Research & Development,7,3,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9262,8,22,3,1,1,10,1,2,1,0,0,0,New_graduate_recruitment,0,2,5116,3,2,0,0,0,0,2,2023
45,No,Travel_Rarely,Research & Development,8,4,Other,452,4,Male,75,3,2,Research Scientist,4,Married,9278,9,17,3,1,2,12,3,3,10,9,9,8,agent_A,889,4,8389,2,4,1,1,0,1,2,2023
40,No,Travel_Rarely,Sales,1,2,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,13273,2,10,4,3,3,6,2,2,4,3,0,2,agent_C,0,4,6767,2,4,1,1,0,1,1,2023
29,Yes,Travel_Rarely,Research & Development,8,4,Other,454,2,Male,77,1,1,Laboratory Technician,1,Married,4759,1,18,1,4,0,7,4,2,7,7,0,7,intern,0,1,6783,3,4,1,0,0,1,2,2024
29,No,Travel_Rarely,Research & Development,9,5,Other,455,2,Male,30,2,1,Laboratory Technician,4,Single,7621,0,23,2,3,0,4,2,3,3,2,2,2,agent_B,855,3,6766,2,3,1,1,0,1,2,2023
30,No,Travel_Rarely,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,5431,1,20,2,3,3,10,2,3,10,9,1,2,intern,828,3,2760,1,4,1,1,1,1,3,2024
27,No,Travel_Rarely,Sales,8,4,Marketing,458,2,Female,56,3,2,Sales Executive,2,Married,3415,1,2,3,1,1,8,3,3,8,7,0,7,intern,0,2,7473,3,3,0,0,0,1,3,2023
37,No,Travel_Rarely,Research & Development,5,2,Medical,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,23177,7,19,3,3,2,8,2,2,6,2,0,4,agent_A,0,4,7551,2,1,0,0,0,0,2,2023
38,No,Travel_Rarely,Research & Development,15,2,Life Sciences,461,3,Male,92,2,3,Research Director,4,Divorced,15682,0,5,3,2,1,12,3,3,11,10,2,9,intern,3287,3,6922,2,2,1,0,0,0,2,2023
31,No,Travel_Rarely,Research & Development,7,4,Medical,462,3,Female,39,3,3,Manufacturing Director,4,Single,25713,1,44,3,3,0,11,2,2,11,9,4,10,intern,3473,3,7312,3,1,0,0,0,0,2,2023
29,No,Travel_Rarely,Sales,10,1,Marketing,463,4,Female,39,2,2,Sales Executive,2,Divorced,11866,1,21,3,1,2,7,2,3,7,7,1,7,intern,1542,2,3248,3,2,0,0,0,0,1,2024
35,No,Travel_Rarely,Research & Development,5,4,Technical Degree,464,3,Male,62,3,3,Manufacturing Director,2,Single,18264,0,9,2,4,0,17,5,3,16,6,0,13,intern,3065,2,10217,2,2,1,0,0,0,1,2023
23,No,Travel_Rarely,Research & Development,26,1,Life Sciences,465,3,Male,83,3,1,Research Scientist,4,Divorced,16092,1,27,2,3,2,4,2,2,4,2,0,2,intern,2591,5,8639,2,2,0,0,0,1,3,2023
41,No,Travel_Rarely,Research & Development,6,3,Medical,466,4,Male,95,2,2,Manufacturing Director,2,Single,10110,6,45,3,4,0,8,3,3,5,4,1,2,intern,0,3,7005,3,1,1,0,0,0,3,2023
47,No,Travel_Frequently,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,25751,3,0,4,1,0,5,3,3,0,0,0,0,agent_A,2985,2,5970,3,1,0,0,0,0,3,2023
42,No,Travel_Rarely,Research & Development,23,5,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15901,2,4,3,2,0,16,2,3,1,0,0,0,intern,4293,5,9039,3,1,0,0,0,0,1,2023
29,No,Non-Travel,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,16928,1,18,3,1,1,4,3,2,4,3,0,2,intern,5285,3,11643,3,1,0,0,0,0,3,2023
42,No,Travel_Rarely,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,24017,0,29,1,3,1,4,5,3,3,2,1,0,intern,0,2,10149,2,2,1,0,0,0,5,2023
32,No,Travel_Rarely,Research & Development,2,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,3956,1,19,2,3,1,8,4,3,8,0,0,7,direct_recruiting,0,3,5538,2,4,1,1,1,1,2,2023
48,No,Travel_Rarely,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,23978,3,0,4,2,1,15,3,1,0,0,0,0,agent_A,2690,5,5381,3,1,0,0,0,1,2,2023
37,No,Travel_Rarely,Research & Development,6,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,17001,4,21,1,1,2,13,2,3,7,7,6,7,agent_B,0,1,11503,4,1,0,0,0,0,5,2024
30,No,Non-Travel,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,6069,7,6,2,2,1,4,2,4,2,2,2,2,intern,0,4,8264,2,4,1,1,1,1,1,2023
26,No,Travel_Rarely,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,20156,1,7,3,2,1,8,3,3,8,7,7,7,intern,3537,3,7448,3,3,1,0,0,1,2,2023
42,No,Travel_Rarely,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,17078,3,7,4,2,0,14,6,3,1,0,0,0,intern,4469,4,8939,2,3,1,1,0,1,2,2023
21,Yes,Travel_Frequently,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,9150,1,39,1,3,0,3,3,3,3,2,1,2,New_graduate_recruitment,0,1,4699,4,1,0,0,0,0,3,2023
36,No,Non-Travel,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,15276,4,8,3,2,0,7,6,3,1,0,0,0,intern,3698,2,7787,2,2,1,0,1,1,1,2023
36,No,Travel_Frequently,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,7246,4,40,1,1,1,16,2,3,13,9,1,12,New_graduate_recruitment,0,3,12117,2,3,0,0,0,0,2,2023
57,No,Travel_Rarely,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,2967,2,2,1,3,0,15,2,3,3,2,1,2,intern,0,2,6001,1,4,1,1,1,1,1,2023
40,No,Travel_Rarely,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,22495,3,11,2,3,1,10,3,3,7,7,1,7,intern,2414,3,8048,2,4,1,0,1,1,1,2023
21,No,Non-Travel,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2851,1,2,3,3,0,3,3,2,3,2,2,2,agent_B,0,3,5650,3,1,0,0,0,0,3,2023
33,Yes,Travel_Rarely,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,9150,1,23,2,2,0,1,2,3,1,0,0,0,New_graduate_recruitment,0,3,4613,4,1,0,0,0,0,3,2023
37,No,Travel_Rarely,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,17663,6,9,3,2,1,17,3,3,5,4,0,3,agent_A,3471,2,7309,3,3,1,0,1,1,3,2023
46,No,Non-Travel,Research & Development,7,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,16044,2,4,3,3,0,7,2,4,1,0,0,0,intern,2441,3,5141,2,1,0,0,0,0,1,2023
41,Yes,Travel_Frequently,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9558,1,3,3,3,0,8,5,3,8,7,7,7,agent_C,0,1,6693,3,2,1,0,0,0,4,2023
50,No,Travel_Rarely,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,2755,6,25,2,4,0,20,2,3,4,3,1,3,agent_B,0,3,7942,3,2,1,0,0,0,3,2023
40,Yes,Travel_Rarely,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6110,2,37,2,1,2,8,6,3,6,4,1,0,intern,0,3,8403,2,4,1,1,0,1,1,2023
31,No,Travel_Rarely,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,7551,0,34,3,4,0,3,5,3,2,2,2,2,direct_recruiting,0,3,9820,3,1,0,0,0,0,1,2023
21,Yes,Travel_Rarely,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,25422,1,2,3,4,0,1,0,3,1,0,0,0,agent_A,0,2,4245,2,2,1,0,0,1,1,2023
29,No,Travel_Rarely,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,18168,9,17,3,4,0,6,4,3,3,2,1,2,intern,3944,5,8305,1,4,1,1,0,1,1,2023
35,No,Travel_Rarely,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,19394,9,20,4,3,0,10,5,3,1,1,0,0,intern,3082,3,6165,2,3,1,1,0,1,1,2024
27,No,Travel_Rarely,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,17881,1,17,1,2,1,5,2,3,5,2,0,4,agent_B,0,1,7566,3,2,1,0,0,0,3,2023
28,No,Travel_Rarely,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,20750,1,2,3,4,0,7,1,3,7,5,0,7,New_graduate_recruitment,3233,4,6808,1,3,1,1,0,1,1,2023
49,No,Travel_Rarely,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,12066,8,40,4,3,0,26,2,3,5,2,0,0,intern,1680,4,3360,1,4,1,1,1,1,1,2023
51,No,Travel_Rarely,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,14862,4,0,1,3,1,18,2,2,7,7,0,7,agent_C,0,4,8344,2,3,1,0,0,1,1,2023
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,11868,4,6,2,2,1,6,3,3,2,2,2,2,intern,0,3,6972,3,3,1,0,1,1,3,2023
34,Yes,Non-Travel,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,4652,8,32,2,2,0,9,3,2,5,2,0,4,agent_B,0,4,6618,3,2,1,0,0,0,1,2024
55,No,Travel_Rarely,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,23258,2,0,2,3,0,30,2,3,5,4,1,2,intern,1837,3,6124,2,3,1,1,1,0,1,2023
24,No,Travel_Rarely,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,5915,1,36,2,4,1,5,2,4,5,2,0,3,intern,0,3,9381,2,3,1,0,0,1,1,2024
30,No,Travel_Rarely,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,17434,1,2,3,1,1,1,3,3,1,0,0,0,agent_B,2765,2,5822,2,3,1,0,1,1,1,2023
26,Yes,Travel_Frequently,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,6582,0,37,3,3,0,7,2,3,6,4,0,4,agent_B,96,2,6486,4,2,1,0,0,0,4,2023
22,No,Travel_Rarely,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,24440,1,1,2,4,1,2,1,3,2,1,1,2,intern,762,1,2540,3,2,0,0,0,1,2,2023
36,No,Travel_Rarely,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,3809,1,7,2,2,2,10,2,3,10,9,9,0,intern,0,2,11355,3,3,1,0,1,1,3,2023
30,Yes,Travel_Frequently,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,3427,9,10,4,3,0,3,4,3,1,0,0,0,intern,0,3,6764,2,2,1,0,0,0,1,2023
37,No,Travel_Rarely,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,26914,1,2,2,3,1,18,2,2,18,7,12,17,intern,0,1,8277,2,3,1,0,1,1,3,2023
40,No,Travel_Rarely,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,22553,7,11,2,3,2,8,5,3,5,4,1,3,intern,0,1,5068,2,2,1,0,0,0,2,2023
42,No,Travel_Rarely,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,20490,3,3,3,2,1,8,5,3,5,2,1,2,intern,2704,2,5694,3,2,1,0,0,0,3,2024
37,No,Travel_Rarely,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,21123,2,1,2,4,0,18,2,2,1,0,0,1,intern,2653,2,8844,3,1,0,0,1,0,3,2024
45,No,Travel_Rarely,Research & Development,17,3,Life Sciences,1206,1,Male,59,2,4,Research Scientist,2,Single,4345,2,23,1,3,1,7,3,3,1,1,1,1,agent_B,0,3,6323,3,3,1,0,0,0,2,2024
40,No,Travel_Rarely,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,13436,6,10,4,2,1,20,3,3,1,0,0,0,intern,3456,2,9980,3,2,0,0,0,1,2,2023
54,No,Travel_Rarely,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,8509,4,30,1,3,1,24,4,2,4,2,1,2,intern,0,1,7037,3,1,0,0,0,0,1,2023
34,No,Non-Travel,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,12740,9,16,3,1,1,6,3,3,3,2,1,2,agent_A,3534,3,7442,1,4,1,1,1,1,1,2023
31,No,Travel_Rarely,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4156,1,1,2,2,1,13,5,1,13,10,3,12,intern,0,1,3543,3,1,0,0,1,0,3,2024
43,No,Travel_Frequently,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,15238,7,4,4,1,1,8,1,3,3,2,1,2,intern,3568,5,7136,4,1,0,0,0,0,3,2023
43,No,Travel_Rarely,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,2227,4,3,3,4,0,8,3,3,5,2,0,2,intern,0,2,5022,2,3,1,0,0,1,2,2023
25,No,Travel_Rarely,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,12090,1,0,1,2,0,5,3,3,5,4,1,3,agent_A,0,3,6178,1,3,1,1,1,1,2,2023
37,No,Non-Travel,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,23866,3,24,3,1,2,15,2,3,13,11,10,7,direct_recruiting,0,5,8450,3,4,1,1,0,1,3,2023
31,No,Travel_Rarely,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,16193,1,16,2,3,1,4,3,3,4,2,3,2,intern,2502,2,8340,2,4,1,1,1,1,1,2023
39,No,Travel_Frequently,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,8213,1,12,3,3,1,21,3,3,21,8,1,6,intern,1609,2,6604,3,2,0,0,0,0,1,2023
56,No,Travel_Frequently,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,18256,9,4,1,4,3,36,0,2,7,7,7,7,intern,0,2,3863,3,3,1,0,0,1,3,2024
30,No,Travel_Rarely,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,19558,0,22,1,2,0,6,6,3,5,4,4,4,intern,0,2,9481,3,2,1,0,0,1,1,2023
41,No,Travel_Rarely,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,19566,1,7,2,3,1,10,2,3,10,7,0,7,agent_B,1287,0,4293,3,3,1,0,0,1,3,2023
28,No,Travel_Rarely,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,13535,1,30,2,4,1,10,2,3,10,0,1,8,New_graduate_recruitment,1813,2,6046,3,2,0,0,0,1,4,2023
25,Yes,Travel_Rarely,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,9396,5,8,2,3,1,6,5,3,2,2,0,2,agent_A,0,2,9806,3,2,1,0,0,1,2,2023
52,No,Travel_Rarely,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,19609,2,12,3,3,0,28,4,3,5,4,0,4,intern,2856,2,6013,2,1,0,0,0,0,3,2023
